Date,state,average temperature (F)
200912,UT,21.6
201001,UT,27
201002,UT,29.9
201003,UT,38
201004,UT,44.7
201005,UT,50.2
201006,UT,65.4
201007,UT,73.1
201008,UT,69.3
201009,UT,63.8
201010,UT,51.1
201011,UT,34.8
201012,UT,32.5
201101,UT,25.4
201102,UT,28.6
201103,UT,39.4
201104,UT,43.5
201105,UT,50.8
201106,UT,63.3
201107,UT,71.8
201108,UT,72.5
201109,UT,63.2
201110,UT,50
201111,UT,36
201112,UT,26.8
201201,UT,31
201202,UT,31.7
201203,UT,42.6
201204,UT,49.6
201205,UT,58
201206,UT,68.7
201207,UT,73.2
201208,UT,73
201209,UT,63.6
201210,UT,50.9
201211,UT,41.2
201212,UT,27.8
201301,UT,19.7
201302,UT,27.6
201303,UT,41
201304,UT,45
201305,UT,56
201306,UT,69.2
201307,UT,74.6
201308,UT,71
201309,UT,61.4
201310,UT,46.4
201311,UT,38
201312,UT,23.1
201401,UT,30.4
201402,UT,35.7
201403,UT,41
201404,UT,46.7
201405,UT,56.5
201406,UT,66
201407,UT,74.6
201408,UT,67.7
201409,UT,64.2
201410,UT,53.1
201411,UT,37.7
201412,UT,31.7
201501,UT,32.1
201502,UT,38.9
201503,UT,44.9
201504,UT,47.1
201505,UT,53.8
201506,UT,70
201507,UT,70.1
201508,UT,71
201509,UT,65.5
201510,UT,54.3
201511,UT,34.5
201512,UT,26.6
201601,UT,26.6
201602,UT,33.7
201603,UT,42.2
201604,UT,47.9
201605,UT,54.4
201606,UT,70.9
201607,UT,73.7
201608,UT,70.1
201609,UT,61.1
201610,UT,53.2
201611,UT,41.6
201612,UT,27.4
201701,UT,25.9
201702,UT,36.5
201703,UT,45.3
201704,UT,46
201705,UT,55.6
201706,UT,69.5
201707,UT,75.1
201708,UT,71.6
201709,UT,60.7
201710,UT,48.1
201711,UT,43
201712,UT,31.4
201801,UT,32.8
201802,UT,32.2
201803,UT,39.2
201804,UT,49
201805,UT,58.3
201806,UT,69.1
201807,UT,76.1
201808,UT,72.4
201809,UT,65.8
201810,UT,47.5
201811,UT,35
201812,UT,27.4
201901,UT,27
201902,UT,27.2
201903,UT,38.2
201904,UT,48.6
201905,UT,50.5
201906,UT,63.6
201907,UT,73.3
201908,UT,72.8
201909,UT,63.1
201910,UT,42.9
201911,UT,38.5
201912,UT,28.8
202001,UT,28.7
202002,UT,31.1
202003,UT,40.8
202004,UT,47.4
202005,UT,59
202006,UT,65.4
202007,UT,73.7
202008,UT,75.8
202009,UT,63.9
202010,UT,52.8
202011,UT,38.8
202012,UT,27.2
202101,UT,28.1
202102,UT,32.2
202103,UT,38.4
202104,UT,47.4
202105,UT,57.1
202106,UT,71.9
202107,UT,76.2
202108,UT,70.9
202109,UT,64.4
202110,UT,47.9
202111,UT,42.5
202112,UT,31.1
202201,UT,29.6
202202,UT,29.6
202203,UT,40.2
202204,UT,46.4
202205,UT,55
202206,UT,67.6
202207,UT,75.5
202208,UT,72.4
202209,UT,66.6
202210,UT,50.8
202211,UT,32.5
202212,UT,28.2
202301,UT,26.1
202302,UT,26.5
202303,UT,32.3
202304,UT,44.4
202305,UT,57.8
202306,UT,62.8
202307,UT,75.8
202308,UT,70.9
202309,UT,62.5
202310,UT,51
202311,UT,38.9
202312,UT,32.6
200101,VT,17.8
200102,VT,19.5
200103,VT,25.2
200104,VT,39.9
200105,VT,54.8
200106,VT,63.2
200107,VT,63.6
200108,VT,67.9
200109,VT,57.4
200110,VT,47.8
200111,VT,38.5
200112,VT,29.8
200201,VT,25.2
200202,VT,24
200203,VT,29.7
200204,VT,43.4
200205,VT,49.4
200206,VT,60.6
200207,VT,66.5
200208,VT,66.8
200209,VT,60.4
200210,VT,42.9
200211,VT,32.3
200212,VT,21.6
200301,VT,9.5
200302,VT,14.2
200303,VT,27.8
200304,VT,38.1
200305,VT,51.9
200306,VT,61.7
200307,VT,66.5
200308,VT,67.3
200309,VT,58.4
200310,VT,44.1
200311,VT,36.5
200312,VT,21.8
200401,VT,7.2
200402,VT,17.5
200403,VT,31.6
200404,VT,41.4
200405,VT,54.9
200406,VT,59.4
200407,VT,65.7
200408,VT,64.5
200409,VT,58.3
200410,VT,45.4
200411,VT,34.8
200412,VT,21.4
200501,VT,13.9
200502,VT,21.1
200503,VT,25.1
200504,VT,43.4
200505,VT,48.7
200506,VT,66.5
200507,VT,68.6
200508,VT,67
200509,VT,60.6
200510,VT,47.8
200511,VT,37
200512,VT,21.3
200601,VT,26
200602,VT,21.3
200603,VT,28.9
200604,VT,43
200605,VT,54.2
200606,VT,62.9
200607,VT,69.2
200608,VT,63.4
200609,VT,56.4
200610,VT,44.4
200611,VT,40.5
200612,VT,30.5
200701,VT,19.6
200702,VT,12.8
200703,VT,25.8
200704,VT,38.7
200705,VT,53.3
200706,VT,62.9
200707,VT,64.6
200708,VT,64.6
200709,VT,58.8
200710,VT,51.1
200711,VT,32.4
200712,VT,21.5
200801,VT,21.5
200802,VT,20.5
200803,VT,25.8
200804,VT,44.8
200805,VT,50
200806,VT,63.7
200807,VT,67
200808,VT,63.1
200809,VT,58.5
200810,VT,44.1
200811,VT,34.7
200812,VT,22.9
200901,VT,10.9
200902,VT,20.6
200903,VT,29.6
200904,VT,43.3
200905,VT,52.5
200906,VT,60.3
200907,VT,64
200908,VT,66.2
200909,VT,55.8
200910,VT,42.9
200911,VT,39.4
200912,VT,21.9
201001,VT,20.1
201002,VT,23.5
201003,VT,35.9
201004,VT,46.2
201005,VT,56
201006,VT,61.8
201007,VT,69.4
201008,VT,65.4
201009,VT,59.2
201010,VT,45.2
201011,VT,35
201012,VT,20.8
201101,VT,15.7
201102,VT,17.6
201103,VT,27.5
201104,VT,41.7
201105,VT,56.2
201106,VT,62
201107,VT,68.5
201108,VT,65.8
201109,VT,60.8
201110,VT,47.7
201111,VT,40.2
201112,VT,27.9
201201,VT,21.4
201202,VT,25.6
201203,VT,38.7
201204,VT,42.7
201205,VT,57.5
201206,VT,62.2
201207,VT,68
201208,VT,67.1
201209,VT,57.2
201210,VT,49.3
201211,VT,33.1
201212,VT,27.4
201301,VT,18.6
201302,VT,21.5
201303,VT,29.5
201304,VT,40.8
201305,VT,55.1
201306,VT,62
201307,VT,69.7
201308,VT,64.1
201309,VT,56.5
201310,VT,47.8
201311,VT,31.8
201312,VT,21.4
201401,VT,14.6
201402,VT,16.6
201403,VT,18.6
201404,VT,40.5
201405,VT,53.6
201406,VT,62.6
201407,VT,66.5
201408,VT,63.3
201409,VT,57.5
201410,VT,49.3
201411,VT,33.3
201412,VT,27
201501,VT,12.2
201502,VT,5.3
201503,VT,22.3
201504,VT,39.5
201505,VT,58.6
201506,VT,59.9
201507,VT,66.2
201508,VT,66.6
201509,VT,62.4
201510,VT,44.3
201511,VT,39.2
201512,VT,35.1
201601,VT,20.9
201602,VT,23.9
201603,VT,33.6
201604,VT,38.2
201605,VT,54
201606,VT,62
201607,VT,67.4
201608,VT,67.5
201609,VT,59.9
201610,VT,47.7
201611,VT,36.8
201612,VT,23.9
201701,VT,24.8
201702,VT,25.6
201703,VT,23.5
201704,VT,45.2
201705,VT,51.8
201706,VT,61.5
201707,VT,65.2
201708,VT,63.3
201709,VT,60.8
201710,VT,53
201711,VT,33
201712,VT,17.9
201801,VT,16.5
201802,VT,25.5
201803,VT,28.2
201804,VT,36.1
201805,VT,56.5
201806,VT,60.1
201807,VT,69.2
201808,VT,68.4
201809,VT,60.6
201810,VT,44.5
201811,VT,30
201812,VT,23
201901,VT,14.9
201902,VT,19
201903,VT,25.9
201904,VT,41.2
201905,VT,50.8
201906,VT,60.5
201907,VT,68.9
201908,VT,64.6
201909,VT,56.8
201910,VT,47.3
201911,VT,29.3
201912,VT,23.3
202001,VT,23.4
202002,VT,22.4
202003,VT,33
202004,VT,38.8
202005,VT,52.6
202006,VT,62.8
202007,VT,70.9
202008,VT,65.2
202009,VT,57.2
202010,VT,46.4
202011,VT,37.9
202012,VT,27.3
202101,VT,20.5
202102,VT,18.8
202103,VT,30.9
202104,VT,43.2
202105,VT,53.3
202106,VT,65.4
202107,VT,64.9
202108,VT,68.8
202109,VT,59.5
202110,VT,51.6
202111,VT,34.3
202112,VT,28.2
202201,VT,11.8
202202,VT,21
202203,VT,30.7
202204,VT,41.3
202205,VT,56.9
202206,VT,61.4
202207,VT,67.4
202208,VT,68.4
202209,VT,57.8
202210,VT,48
202211,VT,38.6
202212,VT,27.2
202301,VT,27.3
202302,VT,22.9
202303,VT,30.2
202304,VT,45.1
202305,VT,51.7
202306,VT,61.7
202307,VT,69.7
202308,VT,64
202309,VT,61
202310,VT,51.7
202311,VT,32.9
202312,VT,31.2
200101,VA,34.3
200102,VA,41.2
200103,VA,42
200104,VA,56.6
200105,VA,63
200106,VA,71.5
200107,VA,71.9
200108,VA,75
200109,VA,64.8
200110,VA,55.2
200111,VA,51.2
200112,VA,43.4
200201,VA,39.2
200202,VA,40.5
200203,VA,46.3
200204,VA,57.7
200205,VA,62
200206,VA,72.9
200207,VA,76.6
200208,VA,75.8
200209,VA,69.4
200210,VA,57.5
200211,VA,44.8
200212,VA,36
200301,VA,31.1
200302,VA,34.8
200303,VA,48
200304,VA,54.7
200305,VA,61.7
200306,VA,68.9
200307,VA,74.5
200308,VA,75.5
200309,VA,66.7
200310,VA,55.2
200311,VA,51.5
200312,VA,36.8
200401,VA,32.1
200402,VA,36.3
200403,VA,47.8
200404,VA,55.4
200405,VA,68.9
200406,VA,70.8
200407,VA,74.6
200408,VA,71.8
200409,VA,67.9
200410,VA,57.3
200411,VA,49.5
200412,VA,38.2
200501,VA,37.7
200502,VA,39.3
200503,VA,41.8
200504,VA,55
200505,VA,59.8
200506,VA,71.8
200507,VA,77.1
200508,VA,76.3
200509,VA,70.4
200510,VA,58.2
200511,VA,48.7
200512,VA,35.1
200601,VA,42.4
200602,VA,37.4
200603,VA,46.1
200604,VA,58
200605,VA,61.1
200606,VA,70.7
200607,VA,75.9
200608,VA,76.5
200609,VA,64.8
200610,VA,54.2
200611,VA,48.7
200612,VA,43.1
200701,VA,39.9
200702,VA,31.9
200703,VA,49.2
200704,VA,53.4
200705,VA,64.4
200706,VA,71.9
200707,VA,73.8
200708,VA,77.5
200709,VA,69.4
200710,VA,62.5
200711,VA,46.2
200712,VA,41.5
200801,VA,36
200802,VA,40.3
200803,VA,46.8
200804,VA,55.9
200805,VA,61.3
200806,VA,74
200807,VA,74.6
200808,VA,72.3
200809,VA,68.2
200810,VA,54.8
200811,VA,44.1
200812,VA,40.2
200901,VA,32.6
200902,VA,38.9
200903,VA,45.1
200904,VA,55.4
200905,VA,64.1
200906,VA,71.6
200907,VA,71.9
200908,VA,75.2
200909,VA,66.6
200910,VA,55.3
200911,VA,49.5
200912,VA,35.7
201001,VA,32.7
201002,VA,31.9
201003,VA,47.4
201004,VA,58.6
201005,VA,66.2
201006,VA,76
201007,VA,77.9
201008,VA,76
201009,VA,70
201010,VA,58
201011,VA,46.3
201012,VA,30.1
201101,VA,32.1
201102,VA,40.9
201103,VA,46
201104,VA,58.2
201105,VA,64.8
201106,VA,73.4
201107,VA,77.8
201108,VA,74.9
201109,VA,68.2
201110,VA,55.5
201111,VA,49.4
201112,VA,42.6
201201,VA,38.9
201202,VA,41.8
201203,VA,55.2
201204,VA,55.6
201205,VA,67.3
201206,VA,70.2
201207,VA,78.7
201208,VA,74
201209,VA,66.9
201210,VA,56.4
201211,VA,42.7
201212,VA,42.9
201301,VA,38.5
201302,VA,36.8
201303,VA,40.1
201304,VA,56
201305,VA,62.5
201306,VA,72.2
201307,VA,75.6
201308,VA,71.8
201309,VA,66.3
201310,VA,57.6
201311,VA,43.7
201312,VA,40.3
201401,VA,29.4
201402,VA,37
201403,VA,40.7
201404,VA,55
201405,VA,65.2
201406,VA,72.5
201407,VA,73.4
201408,VA,71.3
201409,VA,68.1
201410,VA,57.8
201411,VA,42.1
201412,VA,40.8
201501,VA,33.8
201502,VA,28.9
201503,VA,44.2
201504,VA,55.9
201505,VA,67.1
201506,VA,73.7
201507,VA,75.3
201508,VA,73.2
201509,VA,69.3
201510,VA,56.3
201511,VA,51.1
201512,VA,49.6
201601,VA,33.1
201602,VA,38.4
201603,VA,51.8
201604,VA,55.1
201605,VA,61.9
201606,VA,71.8
201607,VA,77.3
201608,VA,77
201609,VA,71.8
201610,VA,59.8
201611,VA,48.3
201612,VA,39.1
201701,VA,40.1
201702,VA,46
201703,VA,45.9
201704,VA,60.6
201705,VA,63.4
201706,VA,71.2
201707,VA,76.8
201708,VA,72.8
201709,VA,67.4
201710,VA,60.2
201711,VA,46.1
201712,VA,37.2
201801,VA,31.8
201802,VA,45.2
201803,VA,41.2
201804,VA,52.2
201805,VA,69.7
201806,VA,73.1
201807,VA,75.1
201808,VA,75.2
201809,VA,72.8
201810,VA,59
201811,VA,43.8
201812,VA,39.7
201901,VA,36.3
201902,VA,41.8
201903,VA,43.9
201904,VA,58.1
201905,VA,68.9
201906,VA,71.2
201907,VA,77.1
201908,VA,74.7
201909,VA,72.5
201910,VA,60.6
201911,VA,43.1
201912,VA,41.5
202001,VA,40.6
202002,VA,42.4
202003,VA,51.7
202004,VA,53.3
202005,VA,60.5
202006,VA,71.3
202007,VA,78.7
202008,VA,75.5
202009,VA,66.4
202010,VA,59
202011,VA,51.3
202012,VA,38.4
202101,VA,36.6
202102,VA,36.6
202103,VA,48.5
202104,VA,55.3
202105,VA,62.3
202106,VA,72
202107,VA,75.9
202108,VA,76.4
202109,VA,68.4
202110,VA,62.3
202111,VA,44.5
202112,VA,45.8
202201,VA,32.8
202202,VA,40.7
202203,VA,48.9
202204,VA,55.2
202205,VA,65
202206,VA,72.2
202207,VA,76.9
202208,VA,74.7
202209,VA,67.9
202210,VA,53.9
202211,VA,49
202212,VA,37.3
202301,VA,42.7
202302,VA,46.2
202303,VA,47.4
202304,VA,57.7
202305,VA,61.4
202306,VA,67.9
202307,VA,76.7
202308,VA,74.3
202309,VA,68.4
202310,VA,58.7
202311,VA,45.9
202312,VA,42.4
200101,WA,31.8
200102,WA,32.1
200103,WA,40
200104,WA,43.5
200105,WA,53.1
200106,WA,55.6
200107,WA,63.4
200108,WA,66
200109,WA,59.8
200110,WA,45.7
200111,WA,39.7
200112,WA,31.8
200201,WA,32.9
200202,WA,34.3
200203,WA,35.6
200204,WA,44.7
200205,WA,49.7
200206,WA,59.5
200207,WA,66.1
200208,WA,63.6
200209,WA,57.5
200210,WA,45.5
200211,WA,39.2
200212,WA,34.6
200301,WA,36.1
200302,WA,35.4
200303,WA,41
200304,WA,44.6
200305,WA,51.3
200306,WA,60.8
200307,WA,67.5
200308,WA,65.9
200309,WA,60
200310,WA,50.6
200311,WA,33.3
200312,WA,31.6
200401,WA,29.8
200402,WA,35.1
200403,WA,42.9
200404,WA,48.6
200405,WA,52.4
200406,WA,60.4
200407,WA,67.3
200408,WA,67
200409,WA,56.1
200410,WA,48.5
200411,WA,38.1
200412,WA,34.5
200501,WA,31.5
200502,WA,35.8
200503,WA,42.7
200504,WA,46.3
200505,WA,54.7
200506,WA,57
200507,WA,65
200508,WA,65.8
200509,WA,55.7
200510,WA,48.4
200511,WA,35.7
200512,WA,29.4
200601,WA,35.9
200602,WA,32.8
200603,WA,38.8
200604,WA,45.7
200605,WA,53
200606,WA,59.8
200607,WA,67.5
200608,WA,64.2
200609,WA,58.8
200610,WA,47
200611,WA,36.1
200612,WA,30.5
200701,WA,28.6
200702,WA,35.6
200703,WA,41.5
200704,WA,44.9
200705,WA,52.9
200706,WA,57.5
200707,WA,68.1
200708,WA,63.3
200709,WA,56.7
200710,WA,45.6
200711,WA,36.4
200712,WA,30.4
200801,WA,27.4
200802,WA,35.4
200803,WA,37
200804,WA,40.8
200805,WA,53.1
200806,WA,56.2
200807,WA,64.4
200808,WA,64
200809,WA,57.8
200810,WA,46.6
200811,WA,40.2
200812,WA,26.2
200901,WA,30.1
200902,WA,33.1
200903,WA,35.3
200904,WA,44.1
200905,WA,52.3
200906,WA,59.9
200907,WA,67.5
200908,WA,65.4
200909,WA,59.9
200910,WA,44.2
200911,WA,38
200912,WA,26.6
201001,WA,36.3
201002,WA,38.5
201003,WA,40.9
201004,WA,44.6
201005,WA,48.7
201006,WA,55.9
201007,WA,64.2
201008,WA,63.5
201009,WA,57.1
201010,WA,48.6
201011,WA,34.8
201012,WA,31.9
201101,WA,32.1
201102,WA,31.1
201103,WA,38.4
201104,WA,40.2
201105,WA,48.6
201106,WA,55.5
201107,WA,61
201108,WA,64.9
201109,WA,61
201110,WA,47.2
201111,WA,35.3
201112,WA,31
201201,WA,30.7
201202,WA,34.5
201203,WA,37.6
201204,WA,46
201205,WA,50.9
201206,WA,55
201207,WA,65.2
201208,WA,66.2
201209,WA,59.7
201210,WA,47.4
201211,WA,39
201212,WA,32.5
201301,WA,29.1
201302,WA,35.5
201303,WA,40.2
201304,WA,44.7
201305,WA,53.5
201306,WA,58.7
201307,WA,67.2
201308,WA,66.2
201309,WA,59.7
201310,WA,46.1
201311,WA,36.7
201312,WA,28.2
201401,WA,34.1
201402,WA,29.8
201403,WA,40.1
201404,WA,45.8
201405,WA,54.3
201406,WA,58.3
201407,WA,68.6
201408,WA,67.3
201409,WA,59.8
201410,WA,51.9
201411,WA,36.3
201412,WA,34.2
201501,WA,35.1
201502,WA,40.7
201503,WA,44.8
201504,WA,45.7
201505,WA,56
201506,WA,65.5
201507,WA,68.6
201508,WA,66.6
201509,WA,56.2
201510,WA,52.4
201511,WA,36
201512,WA,32.1
201601,WA,33
201602,WA,39.1
201603,WA,41.8
201604,WA,51.6
201605,WA,55.1
201606,WA,59.9
201607,WA,63.6
201608,WA,65.9
201609,WA,56.4
201610,WA,47.4
201611,WA,43
201612,WA,26.1
201701,WA,24.8
201702,WA,31
201703,WA,39.3
201704,WA,44.2
201705,WA,53.7
201706,WA,59.5
201707,WA,67.1
201708,WA,68.6
201709,WA,59.8
201710,WA,46.2
201711,WA,37.7
201712,WA,29.9
201801,WA,35.4
201802,WA,32.4
201803,WA,38.8
201804,WA,45.3
201805,WA,57.6
201806,WA,58.2
201807,WA,67.5
201808,WA,66
201809,WA,56.3
201810,WA,47.4
201811,WA,38.6
201812,WA,33.1
201901,WA,34.2
201902,WA,25.3
201903,WA,36.2
201904,WA,46.3
201905,WA,55.6
201906,WA,59.5
201907,WA,63.8
201908,WA,66.4
201909,WA,57.1
201910,WA,42.8
201911,WA,37.6
201912,WA,33.5
202001,WA,34.2
202002,WA,35.6
202003,WA,38.3
202004,WA,46
202005,WA,53.3
202006,WA,57.9
202007,WA,64.8
202008,WA,65.7
202009,WA,61.2
202010,WA,48.4
202011,WA,37.6
202012,WA,33.7
202101,WA,34.6
202102,WA,31.4
202103,WA,39.7
202104,WA,46.8
202105,WA,52.6
202106,WA,64.6
202107,WA,69.7
202108,WA,65.8
202109,WA,58
202110,WA,46.6
202111,WA,39.9
202112,WA,29.4
202201,WA,31.2
202202,WA,33.6
202203,WA,41.5
202204,WA,40.9
202205,WA,48.5
202206,WA,58
202207,WA,67.9
202208,WA,69.8
202209,WA,61.7
202210,WA,53.6
202211,WA,32.1
202212,WA,26.3
202301,WA,33.2
202302,WA,32.4
202303,WA,36.6
202304,WA,43.2
202305,WA,58.2
202306,WA,60.7
202307,WA,67.5
202308,WA,67.6
202309,WA,58.3
202310,WA,49.1
202311,WA,37.4
202312,WA,36.2
200101,WV,29.4
200102,WV,38
200103,WV,37.3
200104,WV,54.6
200105,WV,61
200106,WV,67.8
200107,WV,69.4
200108,WV,72.5
200109,WV,62.2
200110,WV,52.3
200111,WV,47.9
200112,WV,39.9
200201,WV,35
200202,WV,36.7
200203,WV,42.8
200204,WV,54.1
200205,WV,57.9
200206,WV,70
200207,WV,73.6
200208,WV,72.8
200209,WV,67.5
200210,WV,54.5
200211,WV,41.2
200212,WV,32.7
200301,WV,25.5
200302,WV,30.5
200303,WV,45
200304,WV,53.4
200305,WV,59.8
200306,WV,65.1
200307,WV,71.2
200308,WV,72.4
200309,WV,63.6
200310,WV,51.9
200311,WV,47.8
200312,WV,32.8
200401,WV,27.5
200402,WV,32.8
200403,WV,44.8
200404,WV,52
200405,WV,65.9
200406,WV,67.6
200407,WV,71.1
200408,WV,68.8
200409,WV,65.6
200410,WV,55.2
200411,WV,46.9
200412,WV,34.4
200501,WV,34.5
200502,WV,36
200503,WV,37.6
200504,WV,53.1
200505,WV,56.3
200506,WV,70.3
200507,WV,74.1
200508,WV,73.8
200509,WV,67.3
200510,WV,55.1
200511,WV,45
200512,WV,30
200601,WV,39.4
200602,WV,33
200603,WV,41.2
200604,WV,55.7
200605,WV,57.7
200606,WV,66.6
200607,WV,72.3
200608,WV,73.1
200609,WV,61.6
200610,WV,51
200611,WV,45.4
200612,WV,39.4
200701,WV,35.5
200702,WV,24.2
200703,WV,46.5
200704,WV,49.6
200705,WV,62.9
200706,WV,69.2
200707,WV,69.7
200708,WV,75
200709,WV,67.2
200710,WV,59.4
200711,WV,42.9
200712,WV,37.4
200801,WV,30.8
200802,WV,34.6
200803,WV,42.1
200804,WV,54.4
200805,WV,57.1
200806,WV,69.7
200807,WV,70.6
200808,WV,68.7
200809,WV,66.5
200810,WV,51.8
200811,WV,40
200812,WV,35.2
200901,WV,27.2
200902,WV,34
200903,WV,44
200904,WV,52.2
200905,WV,61.2
200906,WV,68.4
200907,WV,67.8
200908,WV,71.3
200909,WV,64.3
200910,WV,51.3
200911,WV,46.9
200912,WV,32.3
201001,WV,27.7
201002,WV,27.2
201003,WV,43.4
201004,WV,55.6
201005,WV,63.4
201006,WV,71.9
201007,WV,73.8
201008,WV,73.3
201009,WV,65.6
201010,WV,54.2
201011,WV,43.2
201012,WV,25.3
201101,WV,27.1
201102,WV,36.8
201103,WV,42.6
201104,WV,55
201105,WV,62
201106,WV,69.5
201107,WV,74.9
201108,WV,71.6
201109,WV,65.1
201110,WV,52.2
201111,WV,46.7
201112,WV,38.5
201201,WV,34.9
201202,WV,37.7
201203,WV,52.6
201204,WV,51.7
201205,WV,65.8
201206,WV,67.5
201207,WV,75.3
201208,WV,70.8
201209,WV,63.9
201210,WV,52.9
201211,WV,39.5
201212,WV,39.2
201301,WV,33.9
201302,WV,32.3
201303,WV,36.4
201304,WV,52.9
201305,WV,60.5
201306,WV,69.2
201307,WV,72.4
201308,WV,69.2
201309,WV,63.9
201310,WV,54.7
201311,WV,39.9
201312,WV,36
201401,WV,23.5
201402,WV,30.9
201403,WV,37.1
201404,WV,53.1
201405,WV,61.7
201406,WV,70
201407,WV,69.6
201408,WV,69.1
201409,WV,64.8
201410,WV,53.9
201411,WV,37.8
201412,WV,37.9
201501,WV,28.8
201502,WV,22.9
201503,WV,40
201504,WV,53.1
201505,WV,64.7
201506,WV,70.5
201507,WV,72.1
201508,WV,69.9
201509,WV,67.1
201510,WV,54
201511,WV,48.3
201512,WV,46.3
201601,WV,27.6
201602,WV,34.9
201603,WV,48.5
201604,WV,53
201605,WV,59.5
201606,WV,69.5
201607,WV,73.7
201608,WV,75.1
201609,WV,69.4
201610,WV,57.3
201611,WV,45.6
201612,WV,35.6
201701,WV,37.5
201702,WV,42.1
201703,WV,42.3
201704,WV,57.5
201705,WV,61
201706,WV,67.7
201707,WV,72.4
201708,WV,69.3
201709,WV,64.6
201710,WV,57.5
201711,WV,43.2
201712,WV,33
201801,WV,27
201802,WV,41.7
201803,WV,38
201804,WV,47.7
201805,WV,67.9
201806,WV,70
201807,WV,72.5
201808,WV,72.4
201809,WV,70.4
201810,WV,55.3
201811,WV,40
201812,WV,36.7
201901,WV,32
201902,WV,38.5
201903,WV,40.1
201904,WV,54.9
201905,WV,65.5
201906,WV,67.6
201907,WV,74.3
201908,WV,71.5
201909,WV,70
201910,WV,57.7
201911,WV,39.3
201912,WV,38.5
202001,WV,37.3
202002,WV,38
202003,WV,47.8
202004,WV,48.9
202005,WV,57.8
202006,WV,68.1
202007,WV,75.6
202008,WV,72.5
202009,WV,64.2
202010,WV,55.4
202011,WV,47.5
202012,WV,34.3
202101,WV,32.6
202102,WV,31.6
202103,WV,45.8
202104,WV,51.3
202105,WV,58.7
202106,WV,69.2
202107,WV,72.2
202108,WV,73.9
202109,WV,65.5
202110,WV,59.4
202111,WV,40.9
202112,WV,42.6
202201,WV,27.3
202202,WV,35.3
202203,WV,44.6
202204,WV,50.8
202205,WV,63
202206,WV,68.7
202207,WV,73
202208,WV,71.7
202209,WV,64.2
202210,WV,50.3
202211,WV,44.9
202212,WV,34.4
202301,WV,38.9
202302,WV,41.6
202303,WV,43
202304,WV,53.9
202305,WV,58.4
202306,WV,64.8
202307,WV,73
202308,WV,70.6
202309,WV,65.5
202310,WV,55.6
202311,WV,42.5
202312,WV,39.7
200101,WI,19.1
200102,WI,14.8
200103,WI,28
200104,WI,46.8
200105,WI,57
200106,WI,64.4
200107,WI,70
200108,WI,69.7
200109,WI,57.3
200110,WI,46.1
200111,WI,43.2
200112,WI,27.5
200201,WI,24
200202,WI,26.7
200203,WI,24.8
200204,WI,42.9
200205,WI,50.8
200206,WI,66.4
200207,WI,72.7
200208,WI,67.4
200209,WI,61.6
200210,WI,42.1
200211,WI,31.4
200212,WI,24.2
200301,WI,13.7
200302,WI,13.7
200303,WI,29.1
200304,WI,42.6
200305,WI,53.8
200306,WI,63.1
200307,WI,68.4
200308,WI,70.1
200309,WI,59.4
200310,WI,46.8
200311,WI,32.9
200312,WI,24.8
200401,WI,10.7
200402,WI,20.8
200403,WI,33.6
200404,WI,44.6
200405,WI,53.1
200406,WI,62
200407,WI,66.8
200408,WI,62.2
200409,WI,63.1
200410,WI,48.2
200411,WI,36.7
200412,WI,20.4
200501,WI,14.2
200502,WI,24.8
200503,WI,27.4
200504,WI,47.7
200505,WI,52.7
200506,WI,69.4
200507,WI,70.7
200508,WI,68.2
200509,WI,63.3
200510,WI,49.6
200511,WI,34.5
200512,WI,18.3
200601,WI,27.7
200602,WI,18.4
200603,WI,31.6
200604,WI,49
200605,WI,56.5
200606,WI,65.1
200607,WI,72.8
200608,WI,68
200609,WI,56.4
200610,WI,42.8
200611,WI,36.4
200612,WI,27.2
200701,WI,20.3
200702,WI,11.7
200703,WI,34.6
200704,WI,42.8
200705,WI,59.1
200706,WI,66.9
200707,WI,69.5
200708,WI,68.4
200709,WI,61.1
200710,WI,52.6
200711,WI,32.8
200712,WI,17.1
200801,WI,14.7
200802,WI,13.2
200803,WI,25.4
200804,WI,42.9
200805,WI,52
200806,WI,64.4
200807,WI,69
200808,WI,66.5
200809,WI,60.5
200810,WI,46.7
200811,WI,33.3
200812,WI,12.7
200901,WI,6.1
200902,WI,20.4
200903,WI,30.1
200904,WI,43
200905,WI,55.1
200906,WI,63.6
200907,WI,63.7
200908,WI,64.8
200909,WI,61.4
200910,WI,42.2
200911,WI,40
200912,WI,18.2
201001,WI,15.1
201002,WI,20
201003,WI,37.4
201004,WI,50
201005,WI,57.6
201006,WI,65.1
201007,WI,71.4
201008,WI,70.8
201009,WI,56.9
201010,WI,49.5
201011,WI,34.9
201012,WI,16.9
201101,WI,12.2
201102,WI,18.5
201103,WI,28
201104,WI,41.7
201105,WI,54
201106,WI,64.3
201107,WI,73.2
201108,WI,68.2
201109,WI,57.3
201110,WI,49.8
201111,WI,36.7
201112,WI,25.7
201201,WI,20.8
201202,WI,26.6
201203,WI,45.6
201204,WI,45.1
201205,WI,59.6
201206,WI,67.1
201207,WI,74.8
201208,WI,67.1
201209,WI,57.7
201210,WI,44.8
201211,WI,34.4
201212,WI,25.1
201301,WI,16.8
201302,WI,17
201303,WI,23.9
201304,WI,37.8
201305,WI,55.2
201306,WI,63.9
201307,WI,68.9
201308,WI,67.6
201309,WI,60.8
201310,WI,46.7
201311,WI,30.8
201312,WI,11.9
